year,Location,Crop,precipitation (mm),Temperature (°C),Irrigation water usage (m³),Water availability (m³),Crop yield (metric tons/hectare),Irrigation efficiency (%),Irrigation method,Soil moisture (%),water salinity (ppm),Greenhouse gas emissions (metric tons)
2004,Tanzania,Cassava,1254.16,34.37,6915.65,63958.69,8.24,0.6,Flood irrigation,0.27,497.75,90.64
2018,Uganda,Fruits,701.07,34.04,2141.28,83013.33,4.23,0.73,Flood irrigation,0.3,269.8,54.44
2010,Burundi,Vegetables,1503.48,18.7,2552.52,97632.59,1.89,0.6,Center pivot irrigation,0.13,942.51,75.44
2003,South Sudan,Irish potatoes,787.16,27.6,8294.78,57865.15,9.16,0.77,Flood irrigation,0.36,136.07,34.08
2022,Rwanda,Maize,900.8,30.93,5797.19,45321.51,1,0.83,Sprinkler irrigation,0.48,528.15,29.98
2003,South Sudan,Cowpeas,1208.92,19.7,4462.2,65139.99,5.13,0.63,Sprinkler irrigation,0.35,656.43,15.74
2014,Rwanda,Wheat,1808.76,18.66,9192.03,72653.3,6.76,0.77,Drip irrigation,0.44,911.65,71.64
2000,South Sudan,Vegetables,1320.02,22.77,7304.54,16649.48,9.99,0.64,Sprinkler irrigation,0.11,411.36,49.16
2008,Tanzania,Cowpeas,1029.6,30.67,3870.72,24762.69,5.4,0.6,Sprinkler irrigation,0.12,141.33,42.18
2009,Kenya,Irish potatoes,959.45,27.45,8583.78,49572.95,4.13,0.69,Flood irrigation,0.23,944.08,78.92
1994,Burundi,Groundnuts,1096.96,23.58,5618.79,98711.69,6.72,0.85,Sprinkler irrigation,0.18,288.78,68.31
2016,Tanzania,Cowpeas,1004.86,21.4,4002.79,98733.39,5.26,0.86,Sprinkler irrigation,0.27,135.41,84.95
2018,South Sudan,Irish potatoes,1741.8,34.61,5124.34,50775.12,9.64,0.51,Center pivot irrigation,0.28,915.34,40.35
2008,Tanzania,Beans,722.08,24.68,3959.21,20622.26,9,0.75,Center pivot irrigation,0.14,566.9,99.53
2010,Kenya,Vegetables,1261.58,33.52,7097.08,27482.01,7.33,0.73,Center pivot irrigation,0.37,361.85,18.48
2021,South Sudan,Soybeans,1891.48,25.6,9576.66,98372.41,1.05,0.51,Drip irrigation,0.27,718.79,43.09
2014,Rwanda,Beans,1710.01,32.54,5241.61,31997.31,7.78,0.76,Sprinkler irrigation,0.23,654.06,21.43
2021,Tanzania,Maize,1327.67,22.72,6926.87,21627.36,5.01,0.9,Drip irrigation,0.19,307.98,64.39
2017,Uganda,Pigeon peas,1960.72,34.2,1713.09,43914.06,4.01,0.8,Sprinkler irrigation,0.37,269.9,72.32
2014,Kenya,Irish potatoes,841.98,33.36,2632.96,41208.1,1.11,0.7,Flood irrigation,0.27,886.59,42.01
2018,Uganda,Irish potatoes,985.63,20.43,2497.42,57269.15,7.23,0.66,Sprinkler irrigation,0.27,877.45,82.13
2021,Rwanda,Sweet potatoes,1079.49,24.59,9206.46,32028.25,7.95,0.63,Flood irrigation,0.2,932.91,13.5
2014,Kenya,Wheat,1884.96,32.77,3484.97,65631.82,8.79,0.65,Drip irrigation,0.21,710.2,44.82
2003,Tanzania,Vegetables,713.06,20.74,7552.65,56148.94,1.53,0.58,Sprinkler irrigation,0.41,629.77,45.76
2006,South Sudan,Beans,1059.7,25.87,4845.74,70078.46,4.22,0.65,Center pivot irrigation,0.39,654.05,14.63
2012,Burundi,Soybeans,1717.33,31.95,9156.71,73681.73,3.39,0.63,Flood irrigation,0.2,980.8,61.37
2008,South Sudan,Groundnuts,538.37,29.35,7884,95791.97,4.4,0.81,Flood irrigation,0.11,650.95,43.71
2013,Uganda,Soybeans,1173.17,31.79,5639.45,14000.4,6.94,0.84,Flood irrigation,0.35,905.43,20.63
2006,Rwanda,Beans,727.15,22.65,5115.51,31209.03,2.63,0.79,Sprinkler irrigation,0.14,190.81,85.25
2001,Kenya,Groundnuts,1680.94,20.43,3633.95,79399.69,7.52,0.76,Drip irrigation,0.25,360.81,55.74
2001,Tanzania,Sorghum,705.53,19.51,5701.52,63567.28,5.43,0.89,Flood irrigation,0.35,192.5,10.66
2012,Uganda,Cowpeas,1518.67,26.07,6753.04,23566.03,5.98,0.84,Flood irrigation,0.23,544.75,86.9
2018,Burundi,Irish potatoes,1111.2,17.59,4431.98,91737.69,8.16,0.67,Flood irrigation,0.39,497.36,90.02
1997,Rwanda,Soybeans,1610.5,34.75,8403.49,74105.59,5.89,0.56,Drip irrigation,0.28,375.28,69.08
2009,Uganda,Vegetables,1178.25,31.46,8346.08,60075.67,7.14,0.67,Flood irrigation,0.2,549.03,34.54
2014,South Sudan,Wheat,566.34,19.06,5275.11,75421,3.21,0.78,Drip irrigation,0.14,546.13,88.06
1999,Burundi,Vegetables,1038.92,16.75,9355.52,38815.81,1.43,0.55,Sprinkler irrigation,0.17,240.27,36.41
2018,South Sudan,Soybeans,1627.63,33.28,4436.86,78345.26,2.31,0.72,Flood irrigation,0.12,413.94,14.11
2014,Burundi,Cassava,1276.44,19.81,4643.58,99260.78,2.24,0.68,Center pivot irrigation,0.15,323.59,56.64
2009,Uganda,Fruits,1713.28,20.31,9437.08,35400.65,3.03,0.71,Sprinkler irrigation,0.18,932.01,36.68
1993,Burundi,Vegetables,1522.14,32.04,2009.57,76429.51,6.21,0.56,Flood irrigation,0.2,309.35,77.46
2007,Tanzania,Millet,1308.36,30.61,8861.77,36153.89,8.21,0.56,Flood irrigation,0.23,102.65,27.82
2016,South Sudan,Rice,664.2,23.53,2107.61,58459.86,7.92,0.66,Drip irrigation,0.21,187.79,74.47
2021,Tanzania,Vegetables,522.59,27.25,8333.75,68590.7,6.58,0.52,Center pivot irrigation,0.29,234.02,37.74
2001,Uganda,Sunflower,537.91,16.5,8228.68,48428.94,6.74,0.68,Center pivot irrigation,0.4,228.52,47.26
1998,Tanzania,Vegetables,1184.32,30.46,3792.57,76560.21,6.45,0.54,Center pivot irrigation,0.3,785.8,64.1
2004,Tanzania,Sorghum,1049.23,18.95,5001.35,13522.97,6.02,0.63,Flood irrigation,0.21,949.36,53.68
2023,Burundi,Irish potatoes,1271.37,18.57,3866.2,46901.46,9.18,0.61,Flood irrigation,0.42,345.6,45.64
2002,Uganda,Cowpeas,1099.27,20.9,6500.07,55984.82,1.79,0.77,Flood irrigation,0.49,185.44,23.53
2008,Burundi,Fruits,823.99,25.13,6059.89,40043.87,7.43,0.62,Flood irrigation,0.43,376.8,23.84
1994,Rwanda,Rice,649.93,26.65,3065.95,44881.74,4.81,0.73,Sprinkler irrigation,0.24,405.36,57.57
2022,Burundi,Pigeon peas,1447.86,29.03,5110.08,96773.94,7.59,0.85,Drip irrigation,0.14,747.07,76.99
2022,Uganda,Sweet potatoes,1348.97,31.94,2966.6,35658.81,8.73,0.63,Flood irrigation,0.49,990.51,51.93
2000,Kenya,Wheat,1211.14,29.46,7319.89,54381.15,6.76,0.51,Flood irrigation,0.16,202.92,93.28
2008,Uganda,Pigeon peas,1313.65,24.78,3543.3,48270.73,8.44,0.86,Center pivot irrigation,0.2,335.27,62.94
1994,Uganda,Cassava,800.79,29.1,5634.19,30677.99,9.45,0.72,Flood irrigation,0.32,196.43,29.84
2000,Tanzania,Wheat,855.01,21.7,9604.42,55051.22,1.85,0.8,Sprinkler irrigation,0.26,543.93,46.55
2015,South Sudan,Fruits,1713.56,28.46,5986,81986.01,4.01,0.58,Center pivot irrigation,0.21,940.2,22.4
1994,Burundi,Sorghum,637.63,31.82,2690.22,90712.34,5.36,0.82,Drip irrigation,0.16,722.55,14.09
2008,Uganda,Sweet potatoes,545.11,32.91,2686.22,22015.3,4.16,0.64,Sprinkler irrigation,0.31,261.24,31.97
2020,South Sudan,Millet,1176.51,32.09,5709.3,77860.27,9,0.83,Sprinkler irrigation,0.12,579.58,37.73
2021,South Sudan,Irish potatoes,1934.72,17.83,6167.45,66544.99,1.52,0.84,Sprinkler irrigation,0.45,896.67,36.25
2002,Rwanda,Sorghum,1982.74,26.28,7378.05,22777.89,4.78,0.62,Drip irrigation,0.2,750.92,47.92
1995,Burundi,Pigeon peas,1098.07,15.09,3212.05,14748.03,1.3,0.51,Drip irrigation,0.2,161.94,86.43
2000,Kenya,Sorghum,1121.31,28.63,7890.07,95572.26,6.46,0.89,Drip irrigation,0.46,578.68,43.33
1999,Rwanda,Irish potatoes,1826.91,22.38,5638.48,36861.78,7.7,0.71,Center pivot irrigation,0.29,852.76,25.85
1999,Uganda,Wheat,1705.48,34.04,6793.44,11428.29,3.52,0.65,Sprinkler irrigation,0.36,143.33,20.58
2022,Uganda,Cassava,1630.86,23.27,5251.68,24956.26,5.21,0.8,Flood irrigation,0.2,163.44,92.5
2023,Burundi,Cassava,1311.44,19.24,2522.38,51925.12,9.4,0.8,Center pivot irrigation,0.29,891.49,18.56
2011,Uganda,Sorghum,1908.8,27.44,6758.97,55443.1,2.58,0.59,Flood irrigation,0.47,911.86,27.19
1998,South Sudan,Rice,637.12,28,1406.18,28241.68,7.59,0.61,Center pivot irrigation,0.34,204.83,39.07
1998,Uganda,Millet,1728.58,27.45,7967.65,46939.17,2.65,0.65,Drip irrigation,0.48,976.84,92.14
1999,Kenya,Groundnuts,1189.55,34.5,1655.8,66240.69,8.8,0.76,Center pivot irrigation,0.13,872.21,13.12
2010,Rwanda,Sweet potatoes,1115.09,32.84,1771.39,76399.88,6.81,0.87,Flood irrigation,0.43,105.56,44.64
1996,South Sudan,Vegetables,1183.07,27.43,1371.53,14414.8,8.92,0.57,Center pivot irrigation,0.46,773.87,72.63
2001,Rwanda,Sunflower,1218.78,31.75,3401.53,76084.86,6.09,0.7,Flood irrigation,0.38,309.83,42.13
2016,Rwanda,Irish potatoes,1268.33,33.82,6285.67,13389.43,1.14,0.88,Center pivot irrigation,0.39,969.99,52.87
2011,Burundi,Irish potatoes,1649.04,34.21,6620.31,42062.84,6.92,0.55,Center pivot irrigation,0.32,989.54,34.67
1994,Rwanda,Sorghum,1382.75,33.3,5371.02,19920.86,9.12,0.53,Drip irrigation,0.18,198.76,60.66
2004,South Sudan,Sunflower,1912.75,26.26,5794.89,41571.39,9.26,0.72,Center pivot irrigation,0.45,511.66,95.75
2011,Rwanda,Wheat,1757.84,19.08,9071.18,14248.49,3.58,0.62,Drip irrigation,0.32,882,89.76
1994,Burundi,Beans,1330.24,34.13,4548.83,65947.48,5.65,0.68,Sprinkler irrigation,0.23,257.8,50.83
2012,Burundi,Rice,1942.72,30.11,6101.2,70297.14,9.9,0.75,Flood irrigation,0.15,526.69,66.75
1999,Burundi,Soybeans,780.04,33.34,2470.53,52069.41,7.59,0.71,Drip irrigation,0.19,917.68,96.38
2009,Kenya,Groundnuts,1484.65,17.6,7978.62,12143.72,7.3,0.51,Sprinkler irrigation,0.45,436.72,37.62
2016,South Sudan,Rice,1996.61,21.44,7980.15,90998.39,2.72,0.75,Drip irrigation,0.2,969.64,48.08
1996,South Sudan,Groundnuts,1725.23,29.68,9116.48,67849.41,8.33,0.77,Center pivot irrigation,0.18,654.58,70.09
1993,South Sudan,Sorghum,1816.49,24.64,3223.85,43549.68,9.63,0.62,Center pivot irrigation,0.4,616.61,50.55
2020,Rwanda,Wheat,1363.85,17.21,2998.71,21409.07,4.17,0.64,Center pivot irrigation,0.18,757.41,58.01
2000,Burundi,Beans,1790.52,23.88,1397.44,29594.72,1.71,0.66,Sprinkler irrigation,0.44,546.96,38.56
2002,Rwanda,Rice,1806.37,19.94,4011.68,82025.89,5.12,0.88,Center pivot irrigation,0.33,516.59,40.79
1994,Kenya,Wheat,621.96,24.16,7789.04,95846.18,6.71,0.52,Drip irrigation,0.46,771.46,48.66
2010,Uganda,Beans,1210.86,32.87,1366.57,47475.21,8.97,0.61,Drip irrigation,0.38,767.07,79.02
1998,South Sudan,Wheat,1782,33.33,1522.64,16119.83,6.54,0.63,Sprinkler irrigation,0.25,324.22,32.48
1999,Kenya,Cowpeas,1063.36,31.51,6239.03,64775.82,9.52,0.76,Center pivot irrigation,0.32,245.82,20.43
1999,Kenya,Sweet potatoes,1452.77,22.06,5598.53,70418.14,7.46,0.58,Center pivot irrigation,0.45,365.83,37.58
1993,Uganda,Rice,662.07,21.22,5549.1,16710.2,1.64,0.64,Flood irrigation,0.2,597.4,50.17
2008,Burundi,Vegetables,1632.94,26.33,7194.32,83652.99,6.19,0.71,Sprinkler irrigation,0.41,896.56,56.47
1996,Rwanda,Sorghum,1525.69,15.85,7818.6,27173.21,4.83,0.83,Flood irrigation,0.33,162.07,28.05
2021,Rwanda,Maize,1673.73,31.57,8332.24,90096.69,8.79,0.57,Sprinkler irrigation,0.28,653.23,87.24
2000,Rwanda,Soybeans,1291.53,33.63,3111.03,76997.14,2.4,0.9,Flood irrigation,0.48,890.58,39.92
2007,Burundi,Sorghum,1700.34,28.35,6296.22,43914.01,6.6,0.6,Center pivot irrigation,0.37,434.64,38.16
2002,Uganda,Soybeans,665.39,23.6,3905.04,54618.51,5.48,0.75,Sprinkler irrigation,0.34,271.6,33.11
2014,Tanzania,Vegetables,1104.35,17.32,8728.44,80310.3,7.38,0.81,Flood irrigation,0.12,220.12,21.3
1999,Kenya,Beans,1870.47,27.06,5968.59,46174.2,3.12,0.53,Flood irrigation,0.33,402.85,19.62
2008,Uganda,Wheat,1264.12,22.31,4607.5,36438.66,5.31,0.78,Sprinkler irrigation,0.23,238.59,38.41
2013,South Sudan,Irish potatoes,1768.33,17.35,6629.89,22332.41,6.9,0.74,Drip irrigation,0.2,206.79,24.56
2018,Uganda,Fruits,1843.58,30.24,7964.99,38877.47,3.99,0.64,Center pivot irrigation,0.15,369.47,56.17
2008,South Sudan,Irish potatoes,657.37,25.76,7653.86,57137.54,8.1,0.86,Drip irrigation,0.42,472.05,64.15
2022,Kenya,Cowpeas,1408.5,27.88,3276.9,49063.56,7.92,0.82,Sprinkler irrigation,0.28,449.59,60.76
1999,South Sudan,Groundnuts,1277.12,23.55,8676.45,80666.88,8.45,0.84,Sprinkler irrigation,0.3,470.03,93.85
2014,Burundi,Maize,1552.08,32.41,1615.13,68751.59,4.6,0.74,Flood irrigation,0.24,245.92,47.89
2023,Uganda,Wheat,707.63,19.95,6160.23,88327.15,1.63,0.69,Flood irrigation,0.47,997.2,27.88
2002,Uganda,Cowpeas,612.12,19.42,1955.27,82473.58,5.93,0.54,Center pivot irrigation,0.15,138.53,86
2001,Uganda,Cowpeas,1563.24,18.07,2813.43,77311.42,8.94,0.82,Drip irrigation,0.24,278.56,20.43
2017,Kenya,Sunflower,1760.36,20.67,4065.24,54917.03,1.8,0.76,Sprinkler irrigation,0.23,861.64,25.1
2015,Kenya,Groundnuts,1370.26,26.29,7137.14,70799.17,8.02,0.76,Center pivot irrigation,0.25,585.88,58.7
2013,Uganda,Cassava,1033.27,18.39,1734.39,50499.1,3.37,0.77,Flood irrigation,0.16,964.63,87.27
1997,Kenya,Wheat,1371.78,29.33,8062.23,97300.15,8.38,0.74,Drip irrigation,0.19,242.56,43.87
1999,Kenya,Sorghum,1302.7,28.8,5037.65,94302.03,1.04,0.87,Flood irrigation,0.11,188.52,54.46
1994,Uganda,Vegetables,1902.15,33.43,2897.98,91574.59,6.69,0.69,Flood irrigation,0.12,677.33,18.59
1999,South Sudan,Cassava,926.28,24.92,4163.59,76300.84,9.32,0.54,Flood irrigation,0.25,602.42,40.08
2013,Tanzania,Millet,1044.45,29.06,4486.85,14154.73,9.01,0.65,Drip irrigation,0.15,796.4,79.86
2000,Tanzania,Wheat,1657.99,25.62,3876.82,46558.52,8.93,0.87,Drip irrigation,0.1,545.01,64.53
1999,Kenya,Sweet potatoes,783,33.67,5970.58,47344.91,8.61,0.87,Flood irrigation,0.14,241.87,46.62
2008,Kenya,Sunflower,883.05,22.64,4592.38,37903.83,9.39,0.73,Flood irrigation,0.34,913.97,96.18
2022,Tanzania,Wheat,1763.19,26.85,4086.91,45669.2,6.63,0.59,Center pivot irrigation,0.4,333.99,59.78
2016,Tanzania,Wheat,1727.69,17.65,8858.42,12501.8,6.67,0.82,Center pivot irrigation,0.25,684.18,15.79
2000,Rwanda,Pigeon peas,1033.13,32.35,1145.07,26826.3,8.76,0.68,Drip irrigation,0.48,738.27,38.43
2018,Rwanda,Maize,583.3,31.71,4481.24,22502,4.49,0.69,Flood irrigation,0.16,615.54,67.37
2005,Kenya,Cassava,1481.68,19.21,9552.12,98319.34,2.49,0.85,Center pivot irrigation,0.24,327.65,70.44
2018,Tanzania,Wheat,907.58,30.47,7590.1,23906.23,5.67,0.74,Sprinkler irrigation,0.36,882.99,22.05
2015,Burundi,Millet,1115.78,20.83,9871.94,57327.58,5.1,0.61,Drip irrigation,0.32,427.69,69.22
1998,Kenya,Wheat,1545.78,20.19,2690.3,24161.42,1.65,0.54,Sprinkler irrigation,0.14,323.27,79.88
2023,Uganda,Wheat,1757.34,21.13,7836.64,30919.2,7.87,0.82,Center pivot irrigation,0.19,474.44,19.03
2013,Kenya,Groundnuts,1110.8,33.47,6455.94,20484.3,2.05,0.62,Sprinkler irrigation,0.5,490.5,37.83
2014,South Sudan,Groundnuts,1639.11,33.56,6731.99,35260.3,1.08,0.74,Center pivot irrigation,0.38,561.77,78.31
2001,Kenya,Sunflower,732.53,31.69,5511.21,57820.99,6.41,0.52,Drip irrigation,0.1,343.92,80.06
1999,Uganda,Wheat,1886.2,27.64,9348.3,25329.87,4.29,0.66,Center pivot irrigation,0.31,382.15,99.64
1997,Kenya,Sweet potatoes,1855.64,27.2,4113.58,82694.38,3.71,0.78,Sprinkler irrigation,0.28,338.34,90.4
2020,Rwanda,Wheat,1948.91,16.9,4530.09,56530.07,7.93,0.86,Center pivot irrigation,0.37,889.31,27.62
2023,Burundi,Cassava,788.82,19.28,5597.7,44268.86,7.95,0.89,Center pivot irrigation,0.21,366.27,82.87
1997,Uganda,Vegetables,563.63,18.39,6488.57,10642.42,6.09,0.63,Flood irrigation,0.46,457.96,88.13
2002,Tanzania,Maize,844.17,34.19,5133.31,36781.05,3.25,0.68,Center pivot irrigation,0.32,763.34,11.29
2022,Kenya,Vegetables,1522.77,18.11,3997.43,40131.39,1.74,0.9,Sprinkler irrigation,0.5,447.81,49.46
2009,Rwanda,Sweet potatoes,1722.28,19.51,6336.62,68044.82,7,0.74,Drip irrigation,0.38,913.39,96.33
1996,Rwanda,Cowpeas,1936.33,15.09,7830.83,85670.15,8.7,0.5,Drip irrigation,0.38,275.01,62.89
2005,Tanzania,Beans,1660.26,26.84,5391.91,76347.62,7.83,0.7,Sprinkler irrigation,0.14,280.47,83.51
2016,Uganda,Pigeon peas,998.57,23.49,9664.91,27780.82,2.23,0.76,Flood irrigation,0.47,177.25,85.78
2014,Rwanda,Sorghum,973.52,18.28,5024.28,72032.05,2.24,0.7,Flood irrigation,0.38,694.48,74.84
2008,Rwanda,Groundnuts,1952.78,17.59,1920.36,80719.97,3.82,0.64,Drip irrigation,0.33,704.48,36.17
2006,South Sudan,Cowpeas,1638.16,28.85,9062.45,51543.7,2.49,0.8,Drip irrigation,0.27,274.98,70.28
2018,Rwanda,Cassava,897.3,27.28,5143.59,58020.46,8.98,0.74,Sprinkler irrigation,0.29,378.53,56.68
1998,South Sudan,Pigeon peas,1249.83,21.99,5363.71,19524.18,9.08,0.51,Flood irrigation,0.31,332.27,48.17
1994,Uganda,Maize,1013.95,16.26,1141.59,92955.76,3.89,0.83,Center pivot irrigation,0.19,670.44,22.26
2017,Kenya,Sunflower,1118.05,27.85,4592.06,74492.81,6.93,0.69,Flood irrigation,0.14,300.17,19
2012,Kenya,Sweet potatoes,976.43,17.18,5936.1,73250.92,3.67,0.69,Drip irrigation,0.19,334.63,78.83
2010,Kenya,Fruits,938.38,23.68,4807.61,56731.64,9.45,0.51,Drip irrigation,0.28,473.8,52.11
1994,Kenya,Cassava,881.3,25.01,6750.42,65092.13,7.79,0.52,Sprinkler irrigation,0.35,742.85,86
1996,South Sudan,Vegetables,1468.43,23.68,7024.98,92765.07,2.41,0.61,Sprinkler irrigation,0.21,722.32,40.69
2008,South Sudan,Pigeon peas,1277.08,25.66,6831.52,17265.18,6.97,0.66,Flood irrigation,0.17,781.55,22.93
2011,Burundi,Millet,1920.64,28.06,4422.25,74302.26,1.03,0.82,Center pivot irrigation,0.12,124.55,90.41
2014,Uganda,Sorghum,1911.05,20.51,2623.29,50938.63,7.39,0.85,Flood irrigation,0.25,812.62,87.05
2019,South Sudan,Irish potatoes,945.3,27.58,7605.33,66740.25,2.24,0.82,Drip irrigation,0.31,410.79,20.68
1995,Tanzania,Sweet potatoes,1992.01,33.84,3524.17,66938.14,5.86,0.81,Drip irrigation,0.41,551.86,77.95
2017,Burundi,Groundnuts,1473.72,27.78,5398.84,84707.28,1.51,0.76,Sprinkler irrigation,0.49,107.19,34.88
2019,Kenya,Groundnuts,1927.7,24.94,6758.92,85687.49,5.54,0.68,Sprinkler irrigation,0.33,433.49,40.58
1998,Uganda,Soybeans,1839.95,17.48,9507.19,97638.29,7.35,0.5,Flood irrigation,0.21,610.25,90.2
2016,Tanzania,Millet,1125.06,29.07,9212.6,46037.39,6.07,0.76,Sprinkler irrigation,0.36,605.18,53.13
2013,Tanzania,Sunflower,711.66,30.38,4619.45,64877.61,1.11,0.83,Sprinkler irrigation,0.27,645.78,69.94
2004,Rwanda,Wheat,1541.08,21.79,6834.09,67306.41,7.95,0.54,Drip irrigation,0.29,218.6,50.18
1995,Burundi,Cowpeas,1695.5,28.75,5286.75,36817.97,9.57,0.7,Flood irrigation,0.43,234.88,80.78
2007,Burundi,Pigeon peas,1018.94,19.27,1348,49661.43,7.46,0.74,Flood irrigation,0.21,166.51,78.18
2023,Kenya,Cassava,1073.58,18.65,7873.12,96417.98,1.66,0.63,Drip irrigation,0.18,873.85,26.88
2013,Kenya,Sorghum,1132.54,33.34,2322.56,32554.65,1.43,0.59,Sprinkler irrigation,0.42,596.19,69.66
2009,Rwanda,Pigeon peas,1303.34,22.79,9254.45,50759.49,6.75,0.84,Sprinkler irrigation,0.44,166.21,45.55
2018,Rwanda,Wheat,905.08,29.35,5540.9,88653.73,1.9,0.74,Drip irrigation,0.4,614.51,22.97
2001,Rwanda,Irish potatoes,1725.66,30.69,6843.75,95903.01,1.62,0.73,Flood irrigation,0.32,856.59,49.95
2006,Burundi,Soybeans,619.24,33.33,7327.37,46675.86,6.67,0.72,Sprinkler irrigation,0.19,351.11,58.27
2010,Burundi,Pigeon peas,1308.23,33.38,2627.14,74746.58,2.37,0.77,Drip irrigation,0.36,609.54,50.08
2005,Burundi,Fruits,1208.87,25.49,8181.2,69640.85,8.4,0.52,Flood irrigation,0.36,684.3,46.01
2013,Tanzania,Cassava,971.9,15.51,2662.68,29570,7.57,0.76,Flood irrigation,0.11,951.78,89.87
2018,South Sudan,Sunflower,679.3,22,1342.66,68156.8,9.77,0.88,Drip irrigation,0.38,760.7,13.04
2022,Rwanda,Sunflower,1554.54,33.84,2582.66,75862.3,6.55,0.8,Flood irrigation,0.48,660.96,33.67
2001,Uganda,Sweet potatoes,1757.67,19.14,4121.27,35191.78,3.19,0.76,Flood irrigation,0.37,931.89,16.34
2001,Uganda,Pigeon peas,1699.22,18.72,4771.67,16236.08,3.98,0.53,Center pivot irrigation,0.17,469.3,25.69
2001,Burundi,Wheat,640.66,27.95,8413.18,94162.08,2.91,0.73,Sprinkler irrigation,0.15,314.19,51.53
2022,South Sudan,Rice,841.92,18.11,5309.84,96525.99,7.72,0.64,Flood irrigation,0.11,122.59,14.99
1997,Rwanda,Maize,1066.19,22.35,3842.63,11639.71,5.73,0.55,Sprinkler irrigation,0.27,717.41,60.46
1999,South Sudan,Millet,1299.17,32.42,1418.47,16674.14,4.07,0.83,Flood irrigation,0.28,699.92,42.12
2007,South Sudan,Fruits,773.74,28.32,8559.24,67130.13,1.73,0.86,Center pivot irrigation,0.2,661.71,51.17
1997,Tanzania,Rice,757.76,22.26,9036.18,90721.7,2.42,0.9,Flood irrigation,0.17,775.83,34.73
2011,South Sudan,Beans,1311.12,17.63,9099.01,92152.68,2.1,0.64,Center pivot irrigation,0.36,257.83,54.34
2022,Kenya,Groundnuts,1210.29,22.82,1231.81,92399.59,5.12,0.85,Flood irrigation,0.27,265.14,87.84
2003,Kenya,Groundnuts,1896.21,20.7,8812.66,63019.11,8.34,0.72,Drip irrigation,0.31,260.42,59.51
2003,Kenya,Pigeon peas,649.52,28.85,6569.45,21152.97,10,0.61,Flood irrigation,0.36,421.64,41.11
2018,Uganda,Sunflower,909.35,34.81,4185.86,38711.91,5.45,0.67,Flood irrigation,0.16,572.02,74.61
1999,South Sudan,Cassava,1116.13,23.96,5643.99,94643.74,7.03,0.54,Flood irrigation,0.1,854.63,70.31
2006,Kenya,Wheat,1432.39,20.92,8738.96,78632.72,3.06,0.75,Flood irrigation,0.44,497.58,45.92
2022,Uganda,Irish potatoes,1146.53,17.83,6625.52,34367.16,4.69,0.53,Drip irrigation,0.35,641.65,80.66
2001,Uganda,Cowpeas,992.63,34.35,8419.41,68238.8,1.27,0.89,Center pivot irrigation,0.34,787.81,18.94
2011,Tanzania,Wheat,1901.46,34.76,3814.14,33831.32,7.81,0.79,Sprinkler irrigation,0.34,603.3,18.3
2003,Kenya,Pigeon peas,591.27,23.03,5983.98,65343.15,8.27,0.66,Drip irrigation,0.33,178.73,97.44
2004,Kenya,Beans,1409.92,33.06,9846.32,11246.44,4.81,0.8,Center pivot irrigation,0.47,684.95,63.5
2013,Kenya,Maize,1535.68,30.97,2547.78,59804.31,3.77,0.54,Center pivot irrigation,0.48,541.33,88.63
1996,Rwanda,Cowpeas,1251.52,19.61,7765.18,17762.1,9.23,0.7,Drip irrigation,0.41,233.6,38.68
1998,Rwanda,Maize,1567.92,31.51,7631.44,31239.15,9.11,0.67,Drip irrigation,0.23,819.09,13.92
2016,Uganda,Millet,1743.26,15.68,1320.37,40623.34,3.84,0.76,Flood irrigation,0.29,761.94,66.03
1996,Kenya,Cassava,1940.67,31.42,2826.13,19821.53,6.79,0.53,Flood irrigation,0.21,779.83,22.33
2015,South Sudan,Beans,1017.4,20.92,5712.77,56192.7,4.14,0.63,Drip irrigation,0.14,660.12,44.01
2004,Burundi,Groundnuts,1970.34,22.95,1863.72,77902.68,6.92,0.77,Sprinkler irrigation,0.5,907.4,53.44
2003,Kenya,Cassava,1807.04,20.34,6007.65,24773.72,4.99,0.77,Drip irrigation,0.13,306.59,14.58
2009,Rwanda,Rice,863.77,23.08,6269.52,11378.58,3.88,0.63,Drip irrigation,0.21,575.5,37.08
2006,South Sudan,Soybeans,1996.3,26.36,7020.7,63993.82,4.25,0.62,Flood irrigation,0.19,644.08,11.04
2016,South Sudan,Sunflower,1554.38,20.28,7670.49,73222.06,1.45,0.82,Sprinkler irrigation,0.47,418.79,47.98
2022,South Sudan,Wheat,532.89,30.48,5646.85,86799.05,1.37,0.77,Center pivot irrigation,0.22,431.88,38.45
2006,Tanzania,Maize,1264.87,32.42,8306.33,35940.31,2.48,0.59,Sprinkler irrigation,0.18,324.96,66.59
1996,Tanzania,Vegetables,1318.5,17.38,6504.78,27712.09,6.98,0.59,Flood irrigation,0.31,870.07,19.36
1995,Uganda,Groundnuts,799.66,30.76,3826.63,38095.38,2.1,0.67,Sprinkler irrigation,0.48,776.71,74.58
1998,Tanzania,Beans,1391.1,28.62,3702.27,55745.02,2.2,0.76,Flood irrigation,0.41,401.83,72.02
2006,Uganda,Cassava,884.3,16.32,5090.29,73548.56,8.48,0.63,Flood irrigation,0.14,803.48,38.03
2019,Uganda,Sorghum,1669.91,33.12,3373.53,58886.94,6.17,0.83,Flood irrigation,0.24,576.15,69.96
2003,Kenya,Fruits,537.83,26.87,7077.31,18365.12,7.42,0.51,Drip irrigation,0.3,386.23,10.11
